Datetime,I1,I2,I3
2019-01-01 00:00:00,141.2243437853257,141.8511263341666,144.71244122385903
2019-01-01 01:00:00,124.92835289588143,122.93344571104728,124.46404375529657
2019-01-01 02:00:00,115.90286932889214,114.00115780751433,114.37598657468816
2019-01-01 03:00:00,108.65369947622746,107.03766559814889,107.09627636177122
2019-01-01 04:00:00,103.0724926849336,99.54653590571773,102.53750592451559
2019-01-01 05:00:00,106.59608883343815,105.81729269448599,107.2167813600303
2019-01-01 06:00:00,114.32702646997814,112.25837932600152,116.06052836368937
2019-01-01 07:00:00,113.70988961828351,112.92105625060931,114.87161774763882
2019-01-01 08:00:00,134.84863575881252,137.67946542430212,138.451591768413
2019-01-01 09:00:00,184.66479913103035,190.4899816805019,188.70129923834946
2019-01-01 10:00:00,176.74633062359507,174.61385448165083,175.88313666570758
2019-01-01 11:00:00,162.72401036535626,165.49267777871574,164.32293088815726
2019-01-01 12:00:00,160.32900262020382,164.07123071781214,165.1843467642353
2019-01-01 13:00:00,157.30505335981846,161.69465138417118,163.32708737478882
2019-01-01 14:00:00,184.45902408605596,187.6407028691734,187.3452603637953
2019-01-01 15:00:00,191.0220272375622,194.9944748080136,193.5364594516169
2019-01-01 16:00:00,215.95615403363328,218.6672843350969,221.52103080513626
2019-01-01 17:00:00,254.53197780664254,260.81544090229613,257.8439900994214
2019-01-01 18:00:00,261.52250631242146,265.53113881562246,267.4081916406958
2019-01-01 19:00:00,247.65459913127418,251.6734210842753,249.75735298667814
2019-01-01 20:00:00,237.4658031159094,239.25004384362424,240.6297141980818
2019-01-01 21:00:00,226.6349535224681,230.23410158587467,230.12894990792782
2019-01-01 22:00:00,205.19967772421063,208.0874450595935,209.22004982070024
2019-01-01 23:00:00,176.55830668488684,178.03792947787684,178.48151406774394
2019-01-02 00:00:00,138.57257247172967,138.0174774337944,139.94233177735623
2019-01-02 01:00:00,120.99440232400246,122.14195330865053,124.38767942786853
2019-01-02 02:00:00,115.5842011826846,114.78553911528465,114.37639048601544
2019-01-02 03:00:00,108.72604109672851,109.33792286996271,110.45446983716809
2019-01-02 04:00:00,108.2527669416745,107.95977497063602,111.95634716953691
2019-01-02 05:00:00,119.50809123541167,120.12185784961135,120.93241006632519
2019-01-02 06:00:00,133.03999270178497,134.52112167843444,137.49841606370825
2019-01-02 07:00:00,158.20143430775127,161.04224572181604,162.07904144075866
2019-01-02 08:00:00,169.07760278479736,172.90972797701315,173.07600057752921
2019-01-02 09:00:00,167.1908703858407,168.84328103231456,168.58481389994645
2019-01-02 10:00:00,178.5424341324562,182.33204670001248,181.6992695608709
2019-01-02 11:00:00,188.82428434909218,191.1221741804315,190.38830881722814
2019-01-02 12:00:00,182.9584729683859,188.77765243519602,186.6668950868021
2019-01-02 13:00:00,203.07092638413553,205.92713529915656,206.64317785243415
2019-01-02 14:00:00,167.72122966323982,175.90158402697247,179.22111798335064
2019-01-02 15:00:00,204.82833330637922,215.3853552689621,212.7891589453047
2019-01-02 16:00:00,197.14515487809703,203.52757541837894,205.44124448551818
2019-01-02 17:00:00,237.31822110213855,248.78227435593635,247.28847892805854
2019-01-02 18:00:00,257.6555212406352,257.68972763335984,260.285902740119
2019-01-02 19:00:00,232.77576429296784,234.10480218389435,241.36747122366776
2019-01-02 20:00:00,225.74966678836373,225.38505645232956,229.0305775826339
2019-01-02 21:00:00,279.37129548285844,282.5641970616267,276.14634698530176
2019-01-02 22:00:00,248.45226302220186,257.6397921108281,253.11313041904214
2019-01-02 23:00:00,218.8336510689954,227.61509813974087,221.39925289411613
2019-01-03 00:00:00,202.16238967388122,202.81334400123558,203.63891285943444
2019-01-03 01:00:00,172.87987560124782,171.20270618332296,175.59462523593956
2019-01-03 02:00:00,153.2070775301484,153.16767141781907,155.56549302535817
2019-01-03 03:00:00,139.18184387089917,136.43178937498732,138.90286942084762
2019-01-03 04:00:00,133.1310964303082,131.66435737683332,131.37119666199018
2019-01-03 05:00:00,138.03386212779182,136.482037447889,138.49703162123853
2019-01-03 06:00:00,147.45846525840946,146.3796298889926,149.94572721620807
2019-01-03 07:00:00,148.321082391732,147.60652111300388,148.82569476388986
2019-01-03 08:00:00,164.17572134574198,163.75970425672213,162.5100336149982
2019-01-03 09:00:00,192.11798721538662,193.6073423968481,194.96341908728976
2019-01-03 10:00:00,216.84391515943832,220.7343148140104,219.3119463395644
2019-01-03 11:00:00,239.78236771313803,243.71626766460207,245.52050634250946
2019-01-03 12:00:00,228.02124431600373,239.89250576315754,234.91079964175816
2019-01-03 13:00:00,212.3141927682719,218.46663884603873,220.71373525454837
2019-01-03 14:00:00,201.46741383601108,211.81158131190622,208.06588066662428
2019-01-03 15:00:00,196.85134749078148,200.02373336849044,204.25740804740587
2019-01-03 16:00:00,203.2488401890512,210.6641126896364,210.48401141387828
2019-01-03 17:00:00,256.97278365767016,269.0354950162926,269.0561551716194
2019-01-03 18:00:00,288.11572786824496,296.4439983131917,296.008870501305
2019-01-03 19:00:00,294.42564145642854,301.4326086511412,304.9819044317573
2019-01-03 20:00:00,290.5397870850444,300.6453697506685,300.70605824991986
2019-01-03 21:00:00,280.92337839616863,288.6626655442478,284.52837270158295
2019-01-03 22:00:00,271.20606748953827,278.3271544131375,276.46793727425177
2019-01-03 23:00:00,223.72837530120012,229.38342645040396,228.2478093526394
2019-01-04 00:00:00,194.4970476149639,195.85380225282796,197.3386593186977
2019-01-04 01:00:00,163.38464668547834,167.13057843382077,165.90219202407803
2019-01-04 02:00:00,150.40087861424345,154.38488088290245,152.37236633768413
2019-01-04 03:00:00,149.92316197404497,151.97712567453345,149.93080310954937
2019-01-04 04:00:00,146.90383561346218,146.511194019705,146.32877963973792
2019-01-04 05:00:00,152.62910861668064,151.72833439289042,151.53263345492178
2019-01-04 06:00:00,160.4770408037601,161.26913390536305,160.06282723160615
2019-01-04 07:00:00,172.94014344343353,177.24261170740814,175.64752403348717
2019-01-04 08:00:00,199.3972533702006,203.69898865154244,204.25505982298077
2019-01-04 09:00:00,209.16874924731843,215.5731983882369,212.1063706064408
2019-01-04 10:00:00,215.77310883414415,221.49786225006181,222.58037958367348
2019-01-04 11:00:00,227.5558114417259,232.62468759259036,233.6927290026724
2019-01-04 12:00:00,228.34766033508188,233.21561506200757,229.18334234614022
2019-01-04 13:00:00,233.06883232992942,239.99431967576837,242.21837888819007
2019-01-04 14:00:00,237.6231635214315,247.35439500462505,248.43150187812202
2019-01-04 15:00:00,272.1020466293972,277.85258333940453,277.6392236434971
2019-01-04 16:00:00,295.6871748761279,307.29418120329353,304.6191292487616
2019-01-04 17:00:00,331.39848810256217,338.9184654811096,333.5349575369486
2019-01-04 18:00:00,326.92571785292006,339.59613336160294,334.83580386126323
2019-01-04 19:00:00,311.5785448515215,317.10127845094735,316.17619660083403
2019-01-04 20:00:00,297.97015015571014,310.78629709680433,305.8895628766412
2019-01-04 21:00:00,269.18733323948214,280.3852623057268,275.9335267840744
2019-01-04 22:00:00,227.80712363119594,231.0852047330187,233.01342661035716
2019-01-04 23:00:00,216.59656471923867,220.02900763421803,219.52683433697473
2019-01-05 00:00:00,197.34214878034987,197.38229628257253,197.67797127610834
2019-01-05 01:00:00,166.28226164945406,166.93828725017278,167.98745563517826
2019-01-05 02:00:00,154.29501791558238,155.46200659651797,153.05921940472257
2019-01-05 03:00:00,141.7318595415391,144.74187499209066,142.98194010686368
2019-01-05 04:00:00,140.08230069182895,140.24555063519495,141.43680645404586
2019-01-05 05:00:00,145.5529851555875,144.81503580270703,146.54228565660318
2019-01-05 06:00:00,159.48751250958804,158.11627101175097,159.24630167395685
2019-01-05 07:00:00,164.55970268969736,160.78484769429178,167.3251830878757
2019-01-05 08:00:00,208.45311410561615,211.4203368037872,214.00185928269673
2019-01-05 09:00:00,201.33389050372318,204.84539749723382,211.17459706103284
2019-01-05 10:00:00,203.51345911407452,210.9134165161016,208.5652295407342
2019-01-05 11:00:00,274.26532854798603,285.7974151828101,282.24990867973906
2019-01-05 12:00:00,263.8178934754191,272.85936841872564,267.5232226487541
2019-01-05 13:00:00,250.5624678097503,258.94969881402716,253.87557485981645
2019-01-05 14:00:00,261.34026638324144,259.57712231932976,276.5503094618524
2019-01-05 15:00:00,281.3871563297788,286.62582636777944,290.4963851638323
2019-01-05 17:00:00,311.49708676905067,319.34102355318544,321.10795429912304
2019-01-05 18:00:00,299.8336118131833,309.58806894177627,312.56220223265996
2019-01-05 19:00:00,310.45527313286823,316.52617178222533,318.21966109032564
2019-01-05 20:00:00,308.8145198695211,314.37112371225857,312.7128181212897
2019-01-05 21:00:00,288.3062283162481,291.4290821422337,296.42257960817034
2019-01-05 22:00:00,262.9532419567333,268.22439220671424,266.88931656112015
2019-01-05 23:00:00,226.24519421482165,231.02848067336473,231.64968433942488
2019-01-06 00:00:00,215.0234280307152,220.5985095927827,221.76922080249153
2019-01-06 01:00:00,190.13994881832542,189.88495104665702,193.38322681570745
2019-01-06 02:00:00,167.77661751120522,168.82857513293442,169.97052410944607
2019-01-06 03:00:00,158.5001235113127,160.3611765767431,158.50613019706321
2019-01-06 04:00:00,155.3034545566967,156.36000011968162,156.11821307341717
2019-01-06 05:00:00,158.92290709374,161.74254477870718,161.42007617803037
2019-01-06 06:00:00,164.26748340776035,166.48178398138984,166.2328854851283
2019-01-06 07:00:00,166.5156040236298,166.93527679250445,168.25503965391027
2019-01-06 08:00:00,174.86681588929972,175.26949165005158,173.96391605107672
2019-01-06 09:00:00,213.27464090868907,222.64948250377398,223.2829362996459
2019-01-06 10:00:00,239.97426865878847,251.11118027702076,249.4095301875776
2019-01-06 11:00:00,304.5203111353624,313.7016032206988,319.36700990516533
2019-01-06 12:00:00,281.1484827740894,287.27836188166185,287.907176908628
2019-01-06 13:00:00,267.7108636074571,279.78638330004384,275.0749486854922
2019-01-06 14:00:00,231.2668765584734,242.14011408570596,241.4120955227306
2019-01-06 15:00:00,215.22827290309365,224.77834786304714,221.49447344707534
2019-01-06 16:00:00,215.64867679835936,224.91345951105134,223.12532281596185
2019-01-06 17:00:00,260.8523209907048,271.09895495218905,269.85960684069516
2019-01-06 18:00:00,295.4425227856333,306.38844730786354,312.09264792686736
2019-01-06 19:00:00,284.5555304656319,292.07672838111046,290.97862315459747
2019-01-06 20:00:00,279.8619700317687,288.5840950454819,287.0279035648248
2019-01-06 21:00:00,278.1416191903658,288.51520393222256,290.24912306274325
2019-01-06 22:00:00,265.0554506765303,267.7402191079068,271.6179614592462
2019-01-06 23:00:00,234.46762088969325,236.5027888959837,234.64394068786714
2019-01-07 00:00:00,200.46839907884845,205.02361104614636,204.8494731302841
2019-01-07 01:00:00,172.36688135523934,176.82348339768805,176.94361727510034
2019-01-07 02:00:00,155.81069775525788,158.38478550015708,159.22251794781005
2019-01-07 03:00:00,140.3765296028927,144.0910465001174,144.57130504311817
2019-01-07 04:00:00,139.54944096618897,139.0060600750856,139.61676377472477
2019-01-07 05:00:00,143.46171444636468,144.95496377764746,145.02201818368
2019-01-07 06:00:00,152.70470902847626,152.37258745010848,154.1210320714272
2019-01-07 07:00:00,156.59258512349945,163.0628304245553,164.09510092660628
2019-01-07 08:00:00,174.60263529332667,176.33051059990044,179.95708055924698
2019-01-07 09:00:00,207.6385306993018,213.01437950303614,212.37848780460206
2019-01-07 10:00:00,215.98986072687524,221.16018706791036,224.1261529042054
2019-01-07 11:00:00,213.14077407564,219.15152245365826,218.79243710819813
2019-01-07 12:00:00,213.3011294499279,221.53398962282904,223.93344842233583
2019-01-07 13:00:00,231.59023103172538,241.58019821520193,240.6288922282263
2019-01-07 14:00:00,200.42699239578258,202.97393111212648,202.6898827087083
2019-01-07 15:00:00,193.61638602922682,199.26691025082278,204.03873276504444
2019-01-07 16:00:00,217.76087743512403,228.32872366332282,224.95039804172728
2019-01-07 17:00:00,279.2535006271748,290.6761778198713,288.6642290054646
2019-01-07 18:00:00,315.62072459682304,323.8889162814263,323.29573903896323
2019-01-07 19:00:00,302.4479496719019,315.4700020473061,311.13317453429323
2019-01-07 20:00:00,301.78031561874235,308.7198810999234,309.5915384357552
2019-01-07 21:00:00,292.1320264257185,297.8898699888697,296.5642890253411
2019-01-07 22:00:00,275.0922195775899,277.04439237871844,274.4699226645935
2019-01-07 23:00:00,239.35245837752709,245.98140894288437,246.6912082882673
2019-01-08 00:00:00,206.3182475707467,214.3249204184689,211.68252805097163
2019-01-08 01:00:00,174.48164552863534,180.2608347909135,179.3188960834131
