Datetime,I1,I2,I3
2019-01-01 00:00:00,133.89035278497752,143.48961038834256,141.26683498212708
2019-01-01 01:00:00,113.24649724949231,131.16183467299686,116.29391762932431
2019-01-01 02:00:00,115.1840645271488,121.26540010844916,116.52012055788299
2019-01-01 03:00:00,105.04874751665828,109.95158151322761,111.51876892344826
2019-01-01 04:00:00,106.52482744221996,96.43026722748564,102.78687392486741
2019-01-01 05:00:00,103.6992211502908,104.96224692411562,108.85699382186873
2019-01-01 06:00:00,120.13980175014346,106.90212072788601,108.0502332879051
2019-01-01 07:00:00,118.85185228579594,119.00042400434945,115.55014667379113
2019-01-01 08:00:00,131.38255963451365,134.52062393239754,135.40610782594678
2019-01-01 09:00:00,182.80754298294252,181.64621734755852,193.60436195563256
2019-01-01 10:00:00,177.07346394094503,171.20640201586687,179.11014526774204
2019-01-01 11:00:00,161.0028297442212,169.77081476907225,166.04055103887055
2019-01-01 12:00:00,161.25451403049613,171.7727050034905,174.63333731317692
2019-01-01 13:00:00,159.13131132612642,166.95427048021241,169.60102385738756
2019-01-01 14:00:00,194.3098034786775,190.17791588799733,182.92464345864354
2019-01-01 15:00:00,190.1029472272156,198.25391512514352,198.1405992636282
2019-01-01 16:00:00,219.29487790698613,212.59994757196463,224.19175143920614
2019-01-01 17:00:00,260.0084200367781,258.58422805773625,251.05603037138042
2019-01-01 18:00:00,268.0155050386124,259.94274618331525,273.19220590434696
2019-01-01 19:00:00,246.94394932833845,250.96656376109016,252.01464738934214
2019-01-01 20:00:00,231.69492454146325,226.1691194197218,238.24459341917213
2019-01-01 21:00:00,224.3022920586229,229.74865999032693,231.63023044020233
2019-01-01 22:00:00,203.775041176006,202.88229303085433,204.48500268491642
2019-01-01 23:00:00,172.14739291854193,184.6155123801977,181.80643596925432
2019-01-02 00:00:00,141.9592247216022,138.89912560613766,151.1881237945814
2019-01-02 01:00:00,114.79076135009774,118.83473709779955,125.86656742711988
2019-01-02 02:00:00,120.54359179818252,111.99117316145261,106.76199751585682
2019-01-02 03:00:00,107.09773209663074,105.18074250004294,105.80716728440221
2019-01-02 04:00:00,106.59116646548723,105.5486564524916,113.60183678310416
2019-01-02 05:00:00,119.08880657934543,119.21599283230633,120.26392896407444
2019-01-02 06:00:00,130.28840022009408,132.9029611109755,138.2485285659268
2019-01-02 07:00:00,160.13192684054547,160.69903419152553,159.21586087935077
2019-01-02 08:00:00,165.5626232509195,168.20214240552687,170.25366014435482
2019-01-02 09:00:00,165.41694865303143,168.28039700610395,173.40594673623644
2019-01-02 10:00:00,186.719569906398,175.82000338126176,179.52893759611786
2019-01-02 11:00:00,180.2362239927609,196.88433830393876,195.04564486065487
2019-01-02 12:00:00,181.00304305838984,185.1223446959571,189.04809035967142
2019-01-02 13:00:00,206.38003285045022,201.31369980191647,213.60342393212568
2019-01-02 14:00:00,174.83676963100476,176.7253544543848,180.68478554902262
2019-01-02 15:00:00,204.82964483963045,220.3913617521146,215.01098141670806
2019-01-02 16:00:00,206.25940038407495,206.23898963891747,212.46679657192675
2019-01-02 17:00:00,233.76412418181923,241.8011271924364,248.50416892390007
2019-01-02 18:00:00,261.36641168946295,259.7366191335406,259.5869016389608
2019-01-02 19:00:00,235.9427718996624,235.4837355325284,245.74338040980436
2019-01-02 20:00:00,228.04368656754968,223.1318594735619,241.02533470574238
2019-01-02 21:00:00,275.0193355687409,276.71166632887196,270.42093694156614
2019-01-02 22:00:00,251.64170525154967,256.5111807662232,251.85102268299372
2019-01-02 23:00:00,221.54207120948342,234.2634646890859,221.59567562621643
2019-01-03 00:00:00,204.69977271344194,199.31407128037355,205.40156742798413
2019-01-03 01:00:00,174.23846293303703,161.5635568767471,172.3142495236514
2019-01-03 02:00:00,153.71878405909885,160.15210217511517,159.87387499126018
2019-01-03 03:00:00,142.8774641418737,138.87481179190644,135.29866186217419
2019-01-03 04:00:00,124.10696104648667,132.60416117612516,127.0483783014589
2019-01-03 05:00:00,144.74298527036098,139.42597028828936,138.65532160664125
2019-01-03 06:00:00,148.0713706485616,155.9648192523094,147.31391053066343
2019-01-03 07:00:00,143.06608285862492,151.92015341460424,140.71685115602358
2019-01-03 08:00:00,166.17950877553952,164.52808379750883,166.54663749129074
2019-01-03 09:00:00,186.3268386087552,192.67187387764307,195.57225775351898
2019-01-03 10:00:00,214.56899609822915,222.7758528134064,211.4231871268865
2019-01-03 11:00:00,236.68347021671363,248.9393737789106,243.36288693192157
2019-01-03 12:00:00,225.31280720312157,241.90652946289478,227.76074772806112
2019-01-03 13:00:00,207.64459866848824,219.72838964458887,224.9853304468028
2019-01-03 14:00:00,193.74250405907722,216.8665036804549,208.86838558470015
2019-01-03 15:00:00,194.41003494156544,191.7173134879401,211.48551855936378
2019-01-03 16:00:00,204.8113765124273,204.3837384339471,213.8264318561531
2019-01-03 17:00:00,253.7532286573053,276.62197255583413,273.5777575175503
2019-01-03 18:00:00,291.34825153601093,292.23855771763795,293.5178007145686
2019-01-03 19:00:00,288.9523705467828,302.52593294735334,297.3273400242526
2019-01-03 20:00:00,283.9280372304041,304.4454342455553,299.4393916346983
2019-01-03 21:00:00,284.37656886357814,287.6211497304452,280.92701403653405
2019-01-03 22:00:00,270.5779700813981,280.24258971239897,265.68526365319775
2019-01-03 23:00:00,221.8621180800353,229.35494211130842,222.44258972358526
2019-01-04 00:00:00,199.37202165636265,203.89015684800864,204.57638222952332
2019-01-04 01:00:00,165.1500817692439,164.3573739076726,168.50599095511734
2019-01-04 02:00:00,148.6207097949196,154.2581529341383,157.67330348996677
2019-01-04 03:00:00,142.57685445212516,143.55293314788224,154.76659582034023
2019-01-04 04:00:00,139.31600756352526,142.14228455098194,145.87893633456477
2019-01-04 05:00:00,151.5253746127497,154.34660129630933,153.0676092976596
2019-01-04 06:00:00,162.77551638145337,165.6959240148865,160.0954008743162
2019-01-04 07:00:00,168.45926710812427,180.4805691928662,166.35302010247284
2019-01-04 08:00:00,199.12571242637446,206.08311064724435,218.35168917754072
2019-01-04 09:00:00,212.0660068441892,217.2098418435947,210.2831707334999
2019-01-04 10:00:00,220.47540696298125,226.90885003939644,215.30103775882108
2019-01-04 11:00:00,231.33806677740142,229.921340907479,230.9342078436949
2019-01-04 12:00:00,228.17829227464546,233.09503184436247,228.9389773460752
2019-01-04 13:00:00,228.78900402313894,240.50334255925156,251.3427028831237
2019-01-04 14:00:00,241.59626583559177,250.37046243796524,249.59448219991916
2019-01-04 15:00:00,274.16535509079625,272.19901703190294,274.9898122509417
2019-01-04 16:00:00,293.6920903282203,305.9509538333245,302.679527010253
2019-01-04 17:00:00,328.8223748338163,336.2832139943777,335.3813406022734
2019-01-04 18:00:00,328.987491786292,340.4836992849202,336.2665659419726
2019-01-04 19:00:00,308.1517393999004,321.3347207227386,317.64214719285934
2019-01-04 20:00:00,303.2915067394861,314.6148306870207,304.64428173868765
2019-01-04 21:00:00,275.34741046806727,284.2141445295639,263.88806392522554
2019-01-04 22:00:00,226.64540151156555,225.9479141379031,233.23835105257044
2019-01-04 23:00:00,209.96279860669048,213.94473640973416,224.58748800847502
2019-01-05 00:00:00,195.40200106171298,199.94442991094064,199.66724941538055
2019-01-05 01:00:00,163.03196155840658,168.8519335136637,165.95131333361357
2019-01-05 02:00:00,150.82089905093426,159.55902554792294,157.46590487800484
2019-01-05 03:00:00,149.01343344594036,151.80171061785757,142.47210946831768
2019-01-05 04:00:00,142.35924824337616,130.81190634706556,142.17315475010054
2019-01-05 05:00:00,140.48200345222662,151.17450555887592,150.46671967197824
2019-01-05 06:00:00,162.65400139562436,149.8942297749521,157.7779864116359
2019-01-05 07:00:00,160.78566855755773,155.1068853355885,164.6827130485473
2019-01-05 08:00:00,210.92905905662448,207.640075840578,216.60983418700368
2019-01-05 09:00:00,202.45685279351437,198.88055511346664,202.74540584807
2019-01-05 10:00:00,204.9059360530865,202.4079708180605,211.19216961897718
2019-01-05 11:00:00,275.6158960422809,282.1699469195969,284.8213826995831
2019-01-05 12:00:00,265.84941091530067,277.6368959625879,259.1640895932529
2019-01-05 13:00:00,246.31775045554284,259.94580839139167,252.13369340037835
2019-01-05 14:00:00,264.15134978151536,259.24302215480657,272.75175866076586
2019-01-05 15:00:00,290.8198683834404,287.985457822231,288.7674178196042
2019-01-05 16:00:00,311.10708862352186,314.8630010861176,318.72567365067874
2019-01-05 17:00:00,302.63447689211546,307.09458999557506,310.0553036726876
2019-01-05 18:00:00,309.0736448241813,311.71396048979506,322.78684022081154
2019-01-05 19:00:00,304.38970731944386,316.3868389871958,312.8901495307719
2019-01-05 20:00:00,288.9875139901979,296.6735044585365,292.7562471401388
2019-01-05 21:00:00,256.83106770211737,262.9345965837159,263.8222792687622
2019-01-05 22:00:00,222.0662577795765,228.4571322409931,228.30750787934056
2019-01-05 23:00:00,215.85728602512415,220.47489756738162,220.27642141896985
2019-01-06 00:00:00,194.3459683791386,195.6511890653013,191.7965342356154
2019-01-06 01:00:00,167.59664524686292,162.53693419984023,168.52760426032708
2019-01-06 02:00:00,163.1758216307979,148.74224638143087,163.32698211994833
2019-01-06 03:00:00,151.09470498365388,160.80133503005425,156.0015513134346
2019-01-06 04:00:00,160.7259927963621,162.3665887606846,163.03850251279627
2019-01-06 05:00:00,162.0715823261609,174.26896164415635,165.90068058485485
2019-01-06 06:00:00,171.29609231769638,164.4383763524601,170.50769661348406
2019-01-06 07:00:00,172.01778160277496,169.58678309430167,171.55110748415836
2019-01-06 08:00:00,213.16839015318678,230.39403954388624,224.667214654567
